age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,study_to_social_ratio,total_distraction_hours,wellbeing_index,performance_label
19,0.0,3.6,4.0,0.5,0,82.3,4.7,2,1,0,0,1,0,53.2,0.7982,4.5,0.67,Average (50-64)
24,1.0,4.1,3.8,1.9,1,84.5,7.6,1,1,1,0,10,0,73.0,0.718,5.7,1.86,Good (65-79)
21,1.0,4.5,1.7,0.4,0,86.1,7.8,0,4,1,0,2,1,71.1,2.1327,2.1,1.38,Good (65-79)
17,1.0,3.8,0.9,1.0,0,85.6,5.9,2,5,1,2,8,0,80.9,1.9895,1.9,1.89,Excellent (≥80)
20,0.0,2.9,2.3,0.8,1,75.7,7.3,1,5,1,2,8,0,75.1,0.9325,3.1,2.03,Good (65-79)
17,0.0,2.3,1.5,3.2,0,83.1,8.2,2,1,0,1,3,0,52.4,0.4883,4.7,1.22,Average (50-64)
20,1.0,3.6,2.4,1.4,0,70.0,8.6,1,2,1,1,7,0,67.6,0.9449,3.8,1.76,Good (65-79)
17,1.0,1.9,4.0,3.0,0,98.6,6.2,0,0,1,1,7,1,35.7,0.271,7.0,1.32,Low (<50)
22,0.0,0.0,2.0,2.5,0,82.0,3.7,0,4,1,1,2,0,29.9,0.0,4.5,0.97,Low (<50)
21,,4.2,2.4,4.3,0,80.1,5.5,1,0,2,2,9,0,70.7,0.6259,6.7,1.45,Good (65-79)
24,0.0,4.9,2.6,0.2,0,100.0,6.0,2,1,1,1,3,1,89.3,1.7438,2.8,1.0,Excellent (≥80)
20,1.0,0.0,3.5,3.2,0,72.6,6.2,1,3,0,2,2,0,29.898,0.0,6.7,1.12,Low (<50)
24,1.0,2.0,0.0,3.1,0,73.7,6.3,2,6,0,1,3,1,58.3,0.6431,3.1,1.53,Average (50-64)
24,1.0,4.4,1.8,0.7,0,74.0,7.8,2,4,0,2,2,1,78.4,1.753,2.5,1.38,Good (65-79)
24,0.0,6.6,2.8,2.9,0,84.3,8.0,2,1,0,2,8,0,100.0,1.1559,5.7,1.7,Excellent (≥80)
23,1.0,3.5,3.9,2.2,0,89.3,6.3,1,2,2,1,5,1,66.8,0.5728,6.1,1.33,Good (65-79)
19,0.0,2.4,1.9,1.5,0,92.4,7.8,2,6,0,2,3,0,63.8,0.7038,3.4,1.68,Average (50-64)
17,1.0,3.2,0.2,0.9,0,100.0,6.9,1,4,1,2,5,0,76.1,2.8829,1.1,1.59,Good (65-79)
24,0.0,5.6,3.2,1.0,0,62.5,6.6,1,4,1,1,8,0,82.7,1.3302,4.2,1.86,Excellent (≥80)
17,0.0,2.5,1.7,4.1,0,91.1,7.6,0,5,0,1,7,0,65.0,0.4303,5.8,1.96,Good (65-79)
24,0.0,2.3,1.1,1.8,1,79.4,6.6,1,3,2,2,6,0,66.8,0.7904,2.9,1.56,Good (65-79)
20,1.0,2.8,1.8,2.7,0,79.1,9.0,0,4,2,1,1,1,64.9,0.6208,4.5,1.4,Average (50-64)
19,1.0,2.1,2.3,0.9,0,78.8,4.8,2,3,1,0,10,0,63.1,0.6542,3.2,1.78,Average (50-64)
19,1.0,3.7,1.8,0.9,1,75.9,5.9,1,1,0,1,1,0,56.3,1.3653,2.7,0.79,Average (50-64)
22,0.0,5.9,0.0,3.0,0,100.0,6.3,1,2,0,2,1,1,93.6,1.9601,3.0,0.93,Excellent (≥80)
23,0.0,4.0,3.6,0.3,0,93.4,7.0,2,6,0,2,10,1,91.9,1.023,3.9,2.3,Excellent (≥80)
22,0.0,3.1,4.0,1.3,0,85.2,8.0,1,6,0,2,8,1,74.0,0.5838,5.3,2.2,Good (65-79)
22,0.0,3.1,3.3,1.8,0,98.5,6.5,1,2,1,1,8,0,62.7,0.6067,5.1,1.65,Average (50-64)
22,0.0,1.2,1.1,1.9,0,69.9,4.8,0,4,2,0,7,0,58.6,0.3987,3.0,1.58,Average (50-64)
22,1.0,4.8,2.3,1.6,1,71.7,7.5,2,4,1,2,6,0,89.3,1.2276,3.9,1.75,Excellent (≥80)
22,0.0,3.4,2.5,2.2,0,63.2,7.4,0,1,2,2,4,0,63.4,0.7219,4.7,1.24,Average (50-64)
21,1.0,3.2,3.2,2.6,1,78.0,4.2,1,5,1,0,1,0,46.7,0.5508,5.8,1.02,Low (<50)
19,1.0,8.3,3.3,2.6,1,86.6,6.5,1,5,0,1,9,0,100.0,1.4044,5.9,2.05,Excellent (≥80)
22,0.0,3.9,1.6,0.7,1,86.0,4.6,2,5,2,0,1,0,68.7,1.6883,2.3,1.06,Good (65-79)
24,1.0,2.4,2.6,1.5,0,86.5,5.7,2,3,0,2,4,0,58.9,0.5839,4.1,1.27,Average (50-64)
19,1.0,2.9,3.0,3.1,0,70.9,5.4,2,5,2,2,3,0,59.0,0.4746,6.1,1.34,Average (50-64)
19,0.0,5.2,4.2,2.8,1,93.0,7.5,0,2,0,2,7,0,77.9,0.7418,7.0,1.65,Good (65-79)
18,1.0,3.7,3.3,0.3,1,87.4,6.6,1,6,0,2,5,0,72.3,1.0249,3.6,1.76,Good (65-79)
21,0.0,1.3,3.4,2.2,0,92.3,5.0,1,6,2,0,5,0,49.7,0.2317,5.6,1.6,Low (<50)
22,1.0,4.9,2.6,0.0,1,66.1,7.6,0,3,1,2,4,0,80.9,1.8774,2.6,1.46,Excellent (≥80)
17,1.0,2.5,4.2,1.9,1,88.1,4.8,1,1,2,2,1,0,44.5,0.4092,6.1,0.68,Low (<50)
20,1.0,6.3,3.0,3.9,1,73.1,6.9,1,2,2,1,5,0,85.3,0.9117,6.9,1.39,Excellent (≥80)
23,1.0,5.1,1.5,0.8,0,81.0,5.5,1,6,0,2,4,0,83.2,2.2078,2.3,1.55,Excellent (≥80)
24,0.0,2.8,4.2,0.9,0,90.3,6.1,2,2,1,1,10,0,59.7,0.5479,5.1,1.81,Average (50-64)
17,1.0,5.4,3.3,2.6,0,85.9,7.1,1,6,0,2,8,0,98.1,0.9137,5.9,2.11,Excellent (≥80)
21,0.0,3.6,2.0,0.1,0,76.5,7.1,2,0,1,2,2,1,66.8,1.7062,2.1,0.91,Good (65-79)
20,1.0,4.8,1.9,1.1,0,85.1,8.1,1,1,1,2,8,1,96.1,1.5947,3.0,1.71,Excellent (≥80)
21,0.0,4.2,2.9,2.5,0,69.7,6.4,1,1,0,2,1,0,60.4,0.7763,5.4,0.84,Average (50-64)
24,0.0,2.2,3.1,1.1,0,96.5,6.9,1,0,1,0,4,0,33.8,0.5226,4.2,1.09,Low (<50)
19,0.0,2.5,2.7,1.5,0,82.9,6.0,0,3,1,1,3,0,56.1,0.5938,4.2,1.2,Average (50-64)
20,1.0,5.0,2.9,2.6,0,96.2,6.7,0,6,0,1,5,0,80.6,0.9074,5.5,1.77,Excellent (≥80)
19,1.0,3.0,4.5,2.3,1,79.7,7.0,1,6,1,2,5,0,52.6,0.4405,6.8,1.8,Average (50-64)
24,1.0,2.9,3.8,2.1,0,79.8,6.4,2,6,1,2,5,1,52.1,0.4907,5.9,1.74,Average (50-64)
17,0.0,2.1,2.7,1.4,0,77.4,4.3,2,5,2,2,4,1,39.9,0.5109,4.1,1.33,Low (<50)
24,1.0,4.1,3.6,2.2,0,93.8,6.9,0,5,0,0,8,0,84.0,0.7057,5.8,1.99,Excellent (≥80)
17,0.0,6.6,1.3,1.7,0,77.9,6.9,2,5,0,2,3,1,97.7,2.1927,3.0,1.49,Excellent (≥80)
20,0.0,1.9,3.0,2.3,0,91.4,5.7,2,5,1,2,4,0,43.3,0.3578,5.3,1.47,Low (<50)
20,1.0,3.5,4.7,1.3,1,81.2,5.0,2,5,0,2,1,0,55.9,0.5824,6.0,1.1,Average (50-64)
22,0.0,5.6,2.2,1.6,0,65.2,8.3,2,0,2,0,7,0,84.6,1.4698,3.8,1.53,Excellent (≥80)
21,1.0,3.4,1.5,0.7,0,79.3,7.1,1,1,0,0,1,0,67.0,1.5385,2.2,0.91,Good (65-79)
22,1.0,4.2,1.7,1.8,0,73.2,6.2,1,3,1,0,2,0,76.0,1.1966,3.5,1.12,Good (65-79)
21,0.0,1.9,1.2,0.9,0,85.3,5.1,1,2,1,2,7,1,56.9,0.9005,2.1,1.41,Average (50-64)
22,0.0,4.1,1.6,0.6,0,73.1,5.5,1,5,0,2,1,0,77.5,1.8552,2.2,1.15,Good (65-79)
19,0.0,3.2,2.1,2.1,0,94.3,8.1,1,0,0,2,3,0,69.4,0.7601,4.2,1.11,Good (65-79)
20,1.0,5.0,0.8,2.0,0,84.1,6.7,1,6,1,1,6,1,94.6,1.7794,2.8,1.87,Excellent (≥80)
17,1.0,5.3,2.5,2.7,1,83.2,5.8,2,3,1,1,6,1,93.4,1.0173,5.2,1.48,Excellent (≥80)
21,0.0,7.4,3.6,1.3,0,91.6,7.1,2,3,0,2,6,1,100.0,1.5071,4.9,1.61,Excellent (≥80)
24,0.0,4.4,1.4,2.2,0,94.6,5.5,2,3,2,2,2,1,63.6,1.2188,3.6,1.05,Average (50-64)
21,0.0,4.0,4.3,2.4,0,84.8,8.3,2,0,0,2,2,0,53.0,0.5961,6.7,1.03,Average (50-64)
17,1.0,3.8,3.1,2.3,0,77.3,8.1,2,2,0,2,6,0,67.8,0.7024,5.4,1.61,Good (65-79)
22,0.0,3.0,3.7,0.9,0,67.3,5.9,0,5,1,1,10,0,73.9,0.6508,4.6,2.09,Good (65-79)
21,1.0,4.0,1.7,2.0,0,78.1,5.7,1,3,0,2,5,0,66.5,1.0782,3.7,1.37,Good (65-79)
23,1.0,3.1,3.5,2.2,0,78.8,3.4,1,0,2,2,7,0,49.9,0.5429,5.7,1.04,Low (<50)
19,0.0,3.8,1.2,1.8,0,86.1,4.7,2,6,0,1,7,0,73.9,1.2625,3.0,1.77,Good (65-79)
20,1.0,5.5,3.6,0.0,0,81.5,4.9,1,1,0,1,5,0,80.3,1.5235,3.6,1.09,Excellent (≥80)
17,0.0,2.0,2.7,2.0,0,91.9,6.7,2,6,0,1,8,0,71.7,0.4246,4.7,2.07,Good (65-79)
20,1.0,5.2,3.2,4.2,1,78.9,6.1,0,0,1,0,10,0,83.3,0.7018,7.4,1.61,Excellent (≥80)
23,1.0,5.5,1.1,1.4,0,84.4,4.9,1,0,1,2,6,0,84.5,2.1912,2.5,1.09,Excellent (≥80)
21,0.0,3.3,1.4,1.0,0,96.8,6.2,2,0,1,0,5,0,74.9,1.3693,2.4,1.12,Good (65-79)
21,0.0,0.3,3.2,2.2,0,88.4,7.1,0,3,0,1,4,1,34.0,0.0555,5.4,1.41,Low (<50)
24,0.0,2.6,1.4,2.1,1,84.4,7.1,1,0,0,1,7,0,63.0,0.7407,3.5,1.41,Average (50-64)
23,0.0,5.4,3.1,3.1,0,79.0,4.2,1,1,1,2,4,0,77.9,0.8696,6.2,0.92,Good (65-79)
17,0.0,3.5,0.9,0.4,0,78.7,6.3,1,3,0,1,5,1,72.9,2.6718,1.3,1.43,Good (65-79)
24,0.0,2.0,3.5,2.6,0,76.5,4.8,2,6,2,2,5,0,53.2,0.3273,6.1,1.58,Average (50-64)
19,0.0,2.7,1.0,2.4,0,79.6,7.6,1,1,0,0,1,0,57.3,0.7918,3.4,0.96,Average (50-64)
24,1.0,4.8,3.2,1.6,0,92.6,7.4,1,4,1,0,1,1,76.6,0.9979,4.8,1.24,Good (65-79)
18,0.0,4.3,3.3,2.2,0,82.8,5.4,0,6,0,1,3,0,64.6,0.7804,5.5,1.44,Average (50-64)
17,1.0,3.1,1.7,2.9,1,71.5,5.6,2,0,1,1,3,1,51.1,0.6725,4.6,0.86,Average (50-64)
18,,2.9,3.2,2.8,0,100.0,5.9,1,5,0,1,2,0,63.0,0.4825,6.0,1.29,Average (50-64)
23,0.0,2.9,2.8,0.5,0,88.2,3.8,2,5,0,0,2,1,61.6,0.8761,3.3,1.08,Average (50-64)
22,1.0,2.1,1.9,2.7,1,70.9,6.9,2,3,0,2,6,0,62.5,0.4555,4.6,1.59,Average (50-64)
18,0.0,5.9,1.3,1.7,0,80.6,6.2,1,5,0,2,1,1,87.1,1.9601,3.0,1.22,Excellent (≥80)
19,0.0,3.0,0.1,1.9,0,86.1,7.7,2,6,0,0,6,1,82.5,1.4925,2.0,1.97,Excellent (≥80)
24,1.0,5.3,2.9,1.9,0,100.0,5.2,2,3,1,0,5,1,80.9,1.1019,4.8,1.32,Excellent (≥80)
22,0.0,5.8,0.6,1.6,0,73.9,5.8,1,6,1,2,6,0,100.0,2.6244,2.2,1.78,Excellent (≥80)
24,0.0,5.0,2.6,3.1,0,94.8,4.7,0,0,1,2,5,0,79.6,0.8757,5.7,0.97,Good (65-79)
18,1.0,2.9,2.2,1.7,1,99.0,5.3,2,2,1,1,7,0,71.2,0.7417,3.9,1.43,Good (65-79)
24,0.0,4.1,3.3,0.6,1,78.7,5.1,2,2,1,2,1,0,62.7,1.0486,3.9,0.81,Average (50-64)
23,1.0,3.5,2.1,1.4,0,82.2,7.7,1,1,0,2,3,0,64.2,0.9972,3.5,1.17,Average (50-64)
22,0.0,2.1,2.1,2.0,0,74.6,5.7,1,0,0,2,6,1,44.1,0.5109,4.1,1.17,Low (<50)
23,,4.0,3.4,3.2,0,83.0,6.6,2,5,0,1,1,0,61.7,0.6051,6.6,1.26,Average (50-64)
18,0.0,1.7,2.9,2.5,0,84.6,6.0,2,0,1,1,7,1,39.9,0.3142,5.4,1.3,Low (<50)
23,1.0,5.3,2.9,0.9,0,91.6,5.0,2,4,0,0,4,0,84.1,1.3911,3.8,1.3,Excellent (≥80)
19,0.0,2.8,3.1,4.5,0,95.9,6.3,1,2,0,2,3,0,40.7,0.3679,7.6,1.13,Low (<50)
18,0.0,3.8,0.7,2.1,0,77.5,7.2,2,5,1,2,10,0,81.8,1.3523,2.8,2.22,Excellent (≥80)
18,1.0,3.9,3.4,3.2,0,65.3,5.1,1,6,0,1,9,1,77.0,0.59,6.6,2.01,Good (65-79)
18,0.0,3.1,3.2,1.6,0,84.8,7.5,1,6,2,2,1,0,65.7,0.6445,4.8,1.45,Good (65-79)
17,1.0,4.4,1.3,2.4,0,87.9,5.5,2,2,2,2,8,1,80.9,1.186,3.7,1.55,Excellent (≥80)
24,0.0,2.8,2.2,2.7,0,87.5,5.9,2,0,0,2,1,1,47.4,0.5703,4.9,0.69,Low (<50)
17,1.0,4.8,2.5,3.1,1,81.7,7.1,1,5,0,2,5,1,83.0,0.8556,5.6,1.71,Excellent (≥80)
17,1.0,1.5,2.3,3.0,0,86.2,5.7,1,1,0,2,10,0,54.2,0.2825,5.3,1.67,Average (50-64)
19,1.0,3.7,2.9,2.8,0,100.0,6.5,2,6,1,1,8,0,82.5,0.648,5.7,2.05,Excellent (≥80)
22,0.0,6.4,4.2,1.5,1,88.8,6.1,1,0,0,2,6,0,85.0,1.1208,5.7,1.21,Excellent (≥80)
24,1.0,2.0,3.8,1.2,0,81.3,6.7,2,1,1,2,7,1,40.4,0.3992,5.0,1.47,Low (<50)
23,0.0,2.5,0.9,2.2,1,80.0,3.6,2,5,1,1,8,0,58.9,0.8039,3.1,1.66,Average (50-64)
21,1.0,4.3,3.2,2.8,0,83.3,4.3,0,2,0,0,6,0,67.5,0.7155,6.0,1.23,Good (65-79)
18,1.0,3.8,4.1,1.6,0,100.0,7.2,2,4,0,2,6,1,81.0,0.6655,5.7,1.72,Excellent (≥80)
23,0.0,4.0,3.0,3.0,0,83.2,7.7,2,3,1,1,6,1,74.7,0.6656,6.0,1.67,Good (65-79)
18,0.0,4.2,3.8,3.4,1,84.8,5.4,2,2,0,2,5,0,67.4,0.5825,7.2,1.24,Good (65-79)
19,1.0,4.5,4.9,0.8,0,80.2,6.2,2,1,1,0,8,0,72.2,0.7881,5.7,1.52,Good (65-79)
18,0.0,5.2,3.7,0.9,0,96.0,6.9,2,0,0,0,2,0,77.1,1.128,4.6,0.89,Good (65-79)
17,0.0,4.1,2.8,1.6,0,100.0,7.3,0,6,1,1,7,0,87.9,0.9297,4.4,2.03,Excellent (≥80)
24,0.0,3.1,3.8,2.1,0,89.5,4.1,1,5,2,1,4,1,54.1,0.5245,5.9,1.31,Average (50-64)
21,1.0,4.5,2.7,1.2,1,85.8,5.4,2,2,2,2,1,1,62.9,1.1509,3.9,0.84,Average (50-64)
20,1.0,6.3,2.5,3.3,0,85.4,6.1,1,6,0,2,5,0,95.6,1.0843,5.8,1.71,Excellent (≥80)
18,0.0,3.3,2.1,2.3,0,61.2,7.3,0,6,0,0,3,0,67.1,0.7483,4.4,1.63,Good (65-79)
23,1.0,2.0,4.4,1.8,0,92.5,9.5,2,4,1,1,4,0,51.5,0.3221,6.2,1.75,Average (50-64)
17,0.0,5.2,1.5,0.2,1,86.3,6.2,2,5,0,1,7,0,97.9,3.0409,1.7,1.82,Excellent (≥80)
20,0.0,3.3,4.3,0.4,1,89.3,4.8,0,1,0,1,5,0,67.0,0.7006,4.7,1.08,Good (65-79)
21,0.0,0.2,3.1,2.1,1,77.9,7.0,2,5,2,2,4,1,31.5,0.0384,5.2,1.6,Low (<50)
20,0.0,4.8,0.8,0.0,0,81.2,8.1,2,5,0,1,1,0,88.0,5.9259,0.8,1.41,Excellent (≥80)
17,,2.7,2.9,2.9,0,80.9,6.6,1,0,0,0,6,0,53.4,0.4647,5.8,1.26,Average (50-64)
24,1.0,3.4,0.0,1.6,0,95.2,5.4,2,3,0,1,10,1,83.4,2.1118,1.6,1.84,Excellent (≥80)
24,0.0,4.0,3.3,5.4,0,81.2,7.6,1,6,1,0,6,0,79.0,0.4592,8.7,1.96,Good (65-79)
22,1.0,3.8,3.6,4.3,0,100.0,7.3,0,1,1,0,7,1,69.9,0.4804,7.9,1.53,Good (65-79)
24,1.0,4.6,1.8,1.6,0,89.3,5.3,1,0,0,1,1,1,60.1,1.349,3.4,0.63,Average (50-64)
22,0.0,2.8,2.6,1.7,0,72.2,7.0,1,6,0,2,4,0,70.3,0.6497,4.3,1.7,Good (65-79)
20,0.0,4.3,4.8,2.9,1,83.7,7.7,1,3,0,2,9,0,79.8,0.5577,7.7,1.97,Good (65-79)
19,,3.1,1.9,3.7,0,78.5,7.9,2,0,1,2,10,1,66.6,0.5526,5.6,1.79,Good (65-79)
23,0.0,4.6,1.2,0.0,0,63.1,6.4,2,3,0,1,6,0,91.7,3.8017,1.2,1.54,Excellent (≥80)
23,1.0,4.4,4.3,0.0,1,100.0,6.1,1,3,2,1,2,0,70.1,1.0209,4.3,1.11,Good (65-79)
20,1.0,2.1,4.9,1.1,0,92.0,8.0,2,3,0,1,4,0,61.5,0.3494,6.0,1.5,Average (50-64)
18,0.0,5.1,2.5,2.4,0,90.3,5.0,0,0,2,2,6,0,79.3,1.0387,4.9,1.1,Good (65-79)
18,1.0,2.7,3.7,2.3,0,86.7,7.0,0,5,0,2,4,1,63.9,0.4493,6.0,1.6,Average (50-64)
24,1.0,4.7,4.1,3.0,0,71.2,4.9,2,3,1,0,10,1,93.1,0.661,7.1,1.79,Excellent (≥80)
23,1.0,4.1,1.6,0.5,0,80.2,7.8,0,5,0,0,7,1,89.8,1.9431,2.1,1.98,Excellent (≥80)
23,1.0,6.3,1.9,0.0,0,93.4,6.2,1,6,0,2,3,1,100.0,3.2984,1.9,1.52,Excellent (≥80)
22,1.0,3.2,4.0,2.7,0,74.5,8.0,2,6,2,2,6,1,61.8,0.4769,6.7,2.0,Average (50-64)
19,1.0,3.0,4.5,0.9,0,59.7,7.1,1,1,2,2,4,1,51.5,0.5545,5.4,1.21,Average (50-64)
17,1.0,3.5,3.2,0.0,0,82.7,5.0,2,4,0,2,3,0,60.4,1.0903,3.2,1.2,Average (50-64)
18,1.0,3.0,1.4,2.0,0,83.6,8.2,1,5,1,2,3,0,67.2,0.8798,3.4,1.62,Good (65-79)
23,,4.7,4.9,2.7,0,86.4,8.4,0,6,1,1,2,0,89.6,0.6176,7.6,1.64,Excellent (≥80)
22,1.0,1.1,1.9,1.7,0,92.3,7.6,1,4,2,2,3,1,48.3,0.3047,3.6,1.46,Low (<50)
21,1.0,1.9,2.1,1.3,0,91.4,5.6,1,3,0,2,10,0,61.7,0.5572,3.4,1.86,Average (50-64)
22,0.0,1.9,2.9,1.6,1,87.6,6.1,1,4,1,2,1,1,44.4,0.4213,4.5,1.11,Low (<50)
18,1.0,4.9,4.4,1.4,1,97.0,6.7,1,4,0,1,3,0,77.2,0.8434,5.8,1.37,Good (65-79)
18,0.0,6.1,3.5,0.3,1,69.8,5.7,2,3,0,1,9,1,100.0,1.601,3.8,1.77,Excellent (≥80)
22,0.0,3.3,3.0,1.0,0,90.0,8.5,2,5,2,1,4,0,73.0,0.8229,4.0,1.75,Good (65-79)
17,1.0,3.2,3.1,2.4,0,91.3,6.7,1,3,0,1,3,0,68.5,0.5808,5.5,1.27,Good (65-79)
20,1.0,3.6,2.6,2.2,0,72.6,3.3,1,1,0,2,8,0,61.0,0.7484,4.8,1.23,Average (50-64)
18,0.0,5.2,3.2,2.0,0,70.0,6.9,1,2,1,0,1,1,70.5,0.9981,5.2,0.99,Good (65-79)
22,0.0,2.1,0.0,0.7,0,77.5,6.1,2,0,1,1,5,0,52.5,2.9577,0.7,1.11,Average (50-64)
23,1.0,3.9,2.1,1.6,0,78.4,6.4,2,3,0,2,1,0,62.8,1.0512,3.7,1.04,Average (50-64)
22,0.0,5.0,2.8,0.0,1,92.5,6.1,1,3,0,0,7,1,83.5,1.7794,2.8,1.61,Excellent (≥80)
19,1.0,4.3,1.1,2.0,0,78.9,7.5,2,4,2,1,5,0,71.4,1.3826,3.1,1.65,Good (65-79)
20,,3.8,3.0,3.4,0,76.4,7.8,1,1,0,1,2,0,61.5,0.5928,6.4,1.08,Average (50-64)
21,1.0,5.0,2.3,0.2,0,78.9,6.8,0,6,1,2,1,0,75.4,1.992,2.5,1.38,Good (65-79)
17,0.0,0.0,4.6,1.2,0,96.2,6.1,0,6,1,1,7,0,42.0,0.0,5.8,1.91,Low (<50)
24,0.0,4.5,4.4,2.2,0,85.1,6.5,1,4,0,2,1,0,64.0,0.6808,6.6,1.15,Average (50-64)
21,0.0,2.5,1.9,3.2,1,83.2,6.5,1,5,2,1,3,0,60.1,0.4892,5.1,1.45,Average (50-64)
20,0.0,0.8,2.3,1.3,1,83.9,5.5,0,3,1,2,6,0,34.7,0.2216,3.6,1.45,Low (<50)
20,1.0,4.3,2.4,1.0,1,97.9,7.2,2,3,0,1,6,0,88.0,1.261,3.4,1.62,Excellent (≥80)
20,1.0,5.6,2.0,0.0,0,77.5,7.1,1,4,1,1,7,0,100.0,2.7861,2.0,1.81,Excellent (≥80)
21,1.0,3.3,2.7,1.9,0,98.2,8.3,1,3,1,0,1,0,66.1,0.7158,4.6,1.23,Good (65-79)
23,1.0,4.9,1.6,4.0,0,87.1,8.0,1,5,1,0,7,0,95.5,0.8734,5.6,2.0,Excellent (≥80)
20,0.0,5.9,1.1,2.1,1,83.4,5.7,0,2,2,1,2,1,86.4,1.838,3.2,0.97,Excellent (≥80)
22,1.0,5.5,3.2,1.8,0,100.0,7.5,1,0,0,0,6,0,77.3,1.0978,5.0,1.35,Good (65-79)
21,1.0,6.0,3.3,2.2,0,74.4,5.4,1,0,0,1,8,1,90.2,1.0889,5.5,1.34,Excellent (≥80)
24,,4.6,1.5,1.8,0,81.5,7.3,1,0,0,2,5,1,80.2,1.3897,3.3,1.23,Excellent (≥80)
20,0.0,3.6,3.6,0.9,0,72.7,5.9,0,2,0,1,10,1,72.9,0.7982,4.5,1.79,Good (65-79)
22,0.0,1.1,1.7,2.7,0,94.5,5.3,1,3,0,1,3,0,35.8,0.2494,4.4,1.13,Low (<50)
23,,3.1,2.8,2.0,0,100.0,6.8,0,4,2,2,8,1,72.8,0.6445,4.8,1.88,Good (65-79)
19,1.0,2.2,3.5,1.8,0,100.0,3.3,2,6,1,2,8,0,67.6,0.4143,5.3,1.73,Good (65-79)
23,1.0,6.8,2.5,0.7,0,97.2,4.4,2,1,1,0,4,0,93.1,2.1184,3.2,0.94,Excellent (≥80)
24,0.0,3.2,3.0,3.2,0,83.0,6.3,0,3,1,1,8,1,57.5,0.5153,6.2,1.73,Average (50-64)
20,0.0,3.7,1.9,2.5,0,81.3,6.6,1,2,1,2,5,1,61.1,0.839,4.4,1.36,Average (50-64)
24,1.0,4.3,2.3,1.2,0,68.3,6.1,0,5,0,0,5,0,77.4,1.2251,3.5,1.61,Good (65-79)
21,0.0,3.6,2.3,2.9,0,100.0,4.6,1,2,2,2,3,0,69.6,0.691,5.2,0.96,Good (65-79)
18,1.0,6.0,1.6,1.3,0,89.7,5.5,1,6,0,0,7,0,100.0,2.0619,2.9,1.85,Excellent (≥80)
20,1.0,2.6,2.3,0.9,0,80.1,7.0,1,0,2,2,9,0,69.3,0.81,3.2,1.6,Good (65-79)
18,0.0,3.8,0.6,1.0,0,98.3,7.2,1,3,1,1,9,0,85.7,2.3602,1.6,1.92,Excellent (≥80)
22,0.0,2.4,1.9,0.0,0,75.3,6.5,2,6,0,2,1,0,53.9,1.2565,1.9,1.35,Average (50-64)
19,0.0,1.5,2.2,2.3,0,89.1,7.9,1,0,1,1,1,0,43.7,0.3326,4.5,0.89,Low (<50)
17,1.0,2.6,2.2,0.0,0,83.3,7.0,1,1,1,2,10,0,79.3,1.1765,2.2,1.8,Good (65-79)
24,0.0,3.4,2.2,0.4,0,91.4,5.6,1,5,0,0,5,0,71.3,1.3027,2.6,1.56,Good (65-79)
23,1.0,2.9,2.4,0.0,0,84.4,6.2,2,0,1,1,1,1,61.4,1.2033,2.4,0.72,Average (50-64)
19,1.0,2.5,3.1,1.7,0,70.5,4.8,2,1,0,2,4,0,45.1,0.5198,4.8,0.98,Low (<50)
20,0.0,1.4,3.5,1.6,0,85.8,6.4,1,2,0,1,1,0,39.8,0.274,5.1,0.94,Low (<50)
18,0.0,3.4,1.7,1.4,0,95.5,7.8,2,0,2,2,2,0,70.7,1.0932,3.1,0.98,Good (65-79)
23,0.0,1.2,1.1,0.7,0,84.7,7.3,1,0,1,1,2,1,35.6,0.663,1.8,0.93,Low (<50)
18,0.0,4.6,1.2,0.5,0,92.8,8.2,2,4,2,2,4,0,93.0,2.6901,1.7,1.62,Excellent (≥80)
21,0.0,3.6,1.9,2.3,0,74.5,6.1,2,5,1,1,8,1,83.2,0.8551,4.2,1.91,Excellent (≥80)
18,0.0,1.3,2.1,1.2,0,84.7,8.1,0,5,0,2,2,1,46.6,0.3927,3.3,1.51,Low (<50)
21,1.0,3.0,1.6,2.1,0,78.8,6.3,2,6,1,2,9,1,70.8,0.8086,3.7,2.13,Good (65-79)
22,1.0,2.4,0.9,0.8,0,92.5,8.3,1,2,1,1,9,0,78.3,1.4035,1.7,1.93,Good (65-79)
23,1.0,4.0,2.0,2.0,0,85.3,6.5,1,4,2,2,2,1,70.7,0.9975,4.0,1.25,Good (65-79)
23,1.0,5.5,2.7,3.2,1,91.9,7.3,1,6,0,2,1,0,82.6,0.9306,5.9,1.43,Excellent (≥80)
17,0.0,0.7,3.2,2.4,0,95.9,8.3,2,1,2,1,10,1,50.3,0.1248,5.6,1.93,Average (50-64)
20,0.0,3.7,1.8,1.3,0,91.9,6.3,1,6,2,2,10,0,80.9,1.1897,3.1,2.23,Excellent (≥80)
21,1.0,3.3,2.0,2.1,0,87.7,6.8,0,1,1,0,9,1,75.4,0.8029,4.1,1.68,Good (65-79)
17,1.0,4.5,1.4,1.5,0,75.0,8.0,2,2,2,2,2,1,83.7,1.5464,2.9,1.2,Excellent (≥80)
18,0.0,3.8,2.5,1.8,0,85.0,6.3,0,5,0,1,8,0,76.8,0.8817,4.3,1.93,Good (65-79)
